16.4,20.11,0.699,8.07,0.0105
11.8,15.2,3.46,14.9,0.229,Silicon Oxycarbide Shield Tile
9.54,21.9,3.15,2.09,0.262,Nanocrystalline Diamond Thermal Spreader
11.8,18.7,3.64,14.2,0.309,Boron Nitride Nanotube Composite
7.83,18.2,1.96,1.77,0.0711,Diamond-Like Carbon (DLC) Coated Radiator
13.6,17.2,3.65,15.9,0.304,Reinforced Carbon-Carbon (RCC) Shield Tile
9.62,22.8,2.72,5.88,0.132,Graphene Nanoplatelet Thermal Interface Material
10.4,22.0,5.47,8.23,0.968,Graphene Nanoplatelet Thermal Interface Material
9.34,21.9,2.68,2.42,0.155,Nanocrystalline Diamond Thermal Spreader
11.8,19.9,2.24,14.0,0.0967,Nanocrystalline Diamond Thermal Spreader
7.36,16.9,3.65,4.17,0.253,Boron Nitride Nanotube Composite
8.72,19.6,5.1,2.68,0.474,Graphene Nanoplatelet Thermal Interface Material
8.7,16.2,4.48,10.6,0.516,Reinforced Carbon-Carbon (RCC) Shield Tile
15.1,21.9,4.33,14.5,0.397,Reinforced Carbon-Carbon (RCC) Shield Tile
9.5,22.9,1.4,5.8,0.0382,Graphene-Coated Carbon Fiber Sheet
11.1,17.1,3.66,14.1,0.31,Graphene-Coated Carbon Fiber Sheet
11.6,22.2,4.9,11.0,0.679,Graphene-Coated Carbon Fiber Sheet
8.71,20.5,3.7,2.45,0.254,Boron Nitride Nanotube Composite
9.55,22.4,0.385,8.18,0.00329,Zirconium Dioxide Ceramic Heat Sink
9.51,20.0,3.17,10.9,0.352,Boron Nitride Nanotube Composite
7.96,18.3,2.82,8.86,0.146,Boron Nitride Nanotube Composite
8.09,17.8,4.42,1.96,0.499,Phenolic Impregnated Carbon Ablator (PICA)
9.5,21.8,4.09,2.59,0.299,Reinforced Carbon-Carbon (RCC) Shield Tile
12.3,22.9,0.927,12.3,0.0172,Boron Nitride Nanotube Composite
7.25,17.7,2.72,4.99,0.242,Boron Nitride Nanotube Composite
7.55,19.1,1.37,6.53,0.0356,Graphene-Coated Carbon Fiber Sheet
10.9,16.1,4.52,13.8,0.449,Phenolic Impregnated Carbon Ablator (PICA)
11.0,16.7,3.03,14.3,0.203,Phenolic Impregnated Carbon Ablator (PICA)
9.71,19.7,4.14,11.1,0.37,Boron Nitride Nanotube Composite
8.21,20.2,1.75,7.93,0.065,Boron Nitride Nanotube Composite
15.0,15.9,6.22,15.9,0.892,Graphene Nanoplatelet Thermal Interface Material
9.91,19.3,3.71,11.9,0.501,Boron Nitride Nanotube Composite
9.2,21.9,3.12,2.89,0.181,Graphene-Coated Carbon Fiber Sheet
14.4,20.4,0.698,15.7,0.00956,Graphene-Coated Carbon Fiber Sheet
13.2,22.0,4.81,13.1,0.453,Boron Nitride Nanotube Composite
7.42,12.5,3.45,4.04,0.239,Diamond-Like Carbon (DLC) Coated Radiator
7.91,17.3,3.42,1.15,0.217,Phenolic Impregnated Carbon Ablator (PICA)
9.14,22.5,0.949,4.09,0.0186,Boron Nitride Nanotube Composite
15.2,17.1,1.91,17.1,0.087,Graphene-Coated Carbon Fiber Sheet
8.32,19.8,4.63,6.66,0.415,Silicon Oxycarbide Shield Tile
9.86,21.5,5.21,1.83,0.739,Reinforced Carbon-Carbon (RCC) Shield Tile
9.55,21.6,4.13,1.71,0.466,Reinforced Carbon-Carbon (RCC) Shield Tile
13.2,16.6,2.15,16.2,0.0878,Silicon Oxycarbide Shield Tile
8.9,20.8,4.6,7.49,0.379,Graphene Nanoplatelet Thermal Interface Material
7.06,17.5,1.87,6.0,0.0662,Graphene-Coated Carbon Fiber Sheet
13.9,22.6,4.94,13.1,0.461,Reinforced Carbon-Carbon (RCC) Shield Tile
7.79,14.5,5.76,6.19,0.74,Diamond-Like Carbon (DLC) Coated Radiator
7.96,16.7,4.29,9.16,0.341,Diamond-Like Carbon (DLC) Coated Radiator
9.49,21.7,3.78,8.73,0.368,Graphene Nanoplatelet Thermal Interface Material
10.8,22.6,1.79,10.9,0.058,Graphene-Coated Carbon Fiber Sheet
7.92,15.1,6.08,4.2,1.14,Graphene Nanoplatelet Thermal Interface Material
9.61,22.4,1.72,1.61,0.0563,Graphene-Coated Carbon Fiber Sheet
7.69,18.1,3.42,2.29,0.261,Phenolic Impregnated Carbon Ablator (PICA)
8.88,18.3,7.05,6.8,1.1,Graphene-Coated Carbon Fiber Sheet
7.85,18.9,2.64,8.44,0.131,Diamond-Like Carbon (DLC) Coated Radiator
10.3,22.8,1.38,9.8,0.0366,Aerogel-Infused Carbon Fiber Panel
12.1,22.9,1.24,12.3,0.0292,Boron Nitride Nanotube Composite
13.6,21.4,2.3,14.7,0.1,Nanocrystalline Diamond Thermal Spreader
9.25,22.8,1.32,5.87,0.0355,Graphene-Coated Carbon Fiber Sheet
11.7,22.7,4.96,10.8,0.518,Graphene Nanoplatelet Thermal Interface Material
18.0,21.0,2.13,16.6,0.0875,Boron Nitride Nanotube Composite
9.65,22.7,1.58,8.37,0.0499,Silicon Oxycarbide Shield Tile
7.63,15.1,5.53,4.49,0.908,Phenolic Impregnated Carbon Ablator (PICA)
16.5,11.5,2.56,17.1,0.125,Graphene-Coated Carbon Fiber Sheet
9.03,22.5,0.929,6.1,0.0177,Boron Nitride Nanotube Composite
7.87,20.0,2.37,3.45,0.108,Graphene-Coated Carbon Fiber Sheet
7.52,14.5,1.01,0.82,0.0199,Boron Nitride Nanotube Composite
9.99,22.5,2.64,0.992,0.131,Boron Nitride Nanotube Composite
9.82,22.9,2.99,2.52,0.156,Graphene-Coated Carbon Fiber Sheet
9.03,22.5,1.64,6.11,0.0516,Graphene Nanoplatelet Thermal Interface Material
9.86,22.5,2.26,9.29,0.0946,Boron Nitride Nanotube Composite
8.6,19.7,5.73,6.7,0.621,Graphene-Coated Carbon Fiber Sheet
9.34,22.9,1.58,6.49,0.0459,Graphene Nanoplatelet Thermal Interface Material
10.3,21.9,1.92,11.1,0.0654,Graphene-Coated Carbon Fiber Sheet
9.78,14.2,2.56,13.4,0.125,Graphene Nanoplatelet Thermal Interface Material
9.67,22.9,1.67,2.27,0.0539,Boron Nitride Nanotube Composite
8.52,21.3,0.506,7.78,0.00555,Boron Nitride Nanotube Composite
8.69,22.1,0.575,5.54,0.00686,Boron Nitride Nanotube Composite
7.42,17.8,3.4,2.83,0.21,Silicon Oxycarbide Shield Tile
7.65,19.6,3.09,4.92,0.195,Diamond-Like Carbon (DLC) Coated Radiator
11.6,21.3,2.99,13.1,0.178,Boron Nitride Nanotube Composite
9.4,21.4,1.83,10.1,0.061,Graphene-Coated Carbon Fiber Sheet
11.8,19.2,3.48,14.4,0.254,Phenolic Impregnated Carbon Ablator (PICA)
7.55,18.4,4.31,4.76,0.393,Diamond-Like Carbon (DLC) Coated Radiator
8.99,12.7,7.25,7.94,1.28,Graphene Nanoplatelet Thermal Interface Material
6.78,14.3,1.73,4.17,0.0574,Boron Nitride Nanotube Composite
7.92,17.3,3.04,9.9,0.183,Silicon Oxycarbide Shield Tile
7.9,11.3,4.08,2.99,0.757,Boron Nitride Nanotube Composite
9.09,21.3,3.42,1.5,0.246,Nanocrystalline Diamond Thermal Spreader
9.43,21.4,3.65,0.906,0.258,Graphene Nanoplatelet Thermal Interface Material
6.82,14.0,2.23,6.06,0.0941,Boron Nitride Nanotube Composite
13.7,21.2,3.73,14.7,0.34,Boron Nitride Nanotube Composite
12.9,12.3,1.92,15.9,0.097,Silicon Oxycarbide Shield Tile
10.8,21.9,3.49,11.5,0.288,Reinforced Carbon-Carbon (RCC) Shield Tile
9.05,22.2,1.18,7.97,0.0264,Boron Nitride Nanotube Composite
9.65,22.7,2.2,1.8,0.0861,Graphene-Coated Carbon Fiber Sheet
11.7,21.4,5.74,11.9,0.753,Reinforced Carbon-Carbon (RCC) Shield Tile
7.17,16.7,4.07,6.44,0.348,Boron Nitride Nanotube Composite
18.0,6.97,2.99,15.0,0.175,Graphene-Coated Carbon Fiber Sheet
9.52,21.7,5.77,6.27,0.819,Reinforced Carbon-Carbon (RCC) Shield Tile
8.68,19.1,3.97,10.2,0.357,Phenolic Impregnated Carbon Ablator (PICA)
11.3,23.0,2.81,11.2,0.138,Graphene Nanoplatelet Thermal Interface Material
8.96,22.4,2.81,5.52,0.139,Graphene-Coated Carbon Fiber Sheet
8.38,20.7,3.74,7.35,0.321,Boron Nitride Nanotube Composite
10.1,22.7,3.1,0.992,0.174,Graphene-Coated Carbon Fiber Sheet
12.1,21.6,4.1,13.1,0.383,Boron Nitride Nanotube Composite
8.05,20.0,2.83,2.27,0.141,Boron Nitride Nanotube Composite
12.7,22.5,0.985,13.5,0.0184,Boron Nitride Nanotube Composite
12.9,10.5,3.19,15.1,0.258,Boron Nitride Nanotube Composite
8.7,22.1,1.86,3.9,0.0638,Graphene-Coated Carbon Fiber Sheet
8.55,20.4,4.05,2.01,0.345,Diamond-Like Carbon (DLC) Coated Radiator
12.8,21.3,1.4,14.5,0.0386,Graphene-Coated Carbon Fiber Sheet
8.0,20.5,2.1,2.95,0.0832,Boron Nitride Nanotube Composite
7.35,15.8,1.57,0.949,0.0489,Boron Nitride Nanotube Composite
8.34,18.3,4.4,9.77,0.531,Graphene Nanoplatelet Thermal Interface Material
9.64,22.2,4.43,2.16,0.341,Reinforced Carbon-Carbon (RCC) Shield Tile
10.5,22.9,4.3,1.15,0.327,Boron Nitride Nanotube Composite
8.3,19.3,5.18,7.81,0.687,Diamond-Like Carbon (DLC) Coated Radiator
13.5,20.6,3.07,15.2,0.226,Reinforced Carbon-Carbon (RCC) Shield Tile
9.19,15.9,3.99,12.4,0.366,Boron Nitride Nanotube Composite
9.76,22.5,1.27,0.777,0.0311,Graphene-Coated Carbon Fiber Sheet
8.58,20.7,3.86,2.09,0.267,Reinforced Carbon-Carbon (RCC) Shield Tile
9.88,22.7,5.09,3.7,0.509,Reinforced Carbon-Carbon (RCC) Shield Tile
11.3,20.9,3.57,13.1,0.354,Reinforced Carbon-Carbon (RCC) Shield Tile
7.8,15.6,6.23,4.78,1.64,Boron Nitride Nanotube Composite
7.93,19.7,4.61,5.44,0.412,Phenolic Impregnated Carbon Ablator (PICA)
9.31,22.8,2.49,7.28,0.112,Graphene-Coated Carbon Fiber Sheet
10.6,22.8,1.67,10.8,0.0518,Boron Nitride Nanotube Composite
10.5,16.2,4.95,13.6,0.792,Graphene Nanoplatelet Thermal Interface Material
7.42,17.2,4.11,2.43,0.313,Graphene Nanoplatelet Thermal Interface Material
12.1,22.3,4.49,12.4,0.509,Reinforced Carbon-Carbon (RCC) Shield Tile
8.34,18.3,2.6,10.8,0.133,Boron Nitride Nanotube Composite
7.44,19.6,2.15,3.98,0.0933,Boron Nitride Nanotube Composite
10.5,21.4,2.82,12.0,0.162,Graphene Nanoplatelet Thermal Interface Material
10.3,21.5,5.16,10.4,0.576,Reinforced Carbon-Carbon (RCC) Shield Tile
9.46,22.3,3.62,1.94,0.247,Graphene Nanoplatelet Thermal Interface Material
8.21,19.6,3.53,9.09,0.257,Graphene-Coated Carbon Fiber Sheet
9.15,22.9,2.3,6.04,0.116,Graphene-Coated Carbon Fiber Sheet
8.21,21.5,0.703,4.04,0.0106,Boron Nitride Nanotube Composite
8.66,20.2,1.62,10.3,0.0492,Silicon Oxycarbide Shield Tile
9.19,16.2,3.04,12.8,0.215,Silicon Oxycarbide Shield Tile
9.08,7.91,3.37,6.53,0.33,Boron Nitride Nanotube Composite
8.86,22.4,1.89,3.39,0.0702,Aerogel-Infused Carbon Fiber Panel
9.04,22.8,1.98,4.13,0.0759,Aerogel-Infused Carbon Fiber Panel
9.36,22.6,4.32,6.1,0.322,Graphene-Coated Carbon Fiber Sheet
12.9,21.1,1.83,14.8,0.0619,Graphene-Coated Carbon Fiber Sheet
13.8,15.8,3.96,16.6,0.402,Silicon Oxycarbide Shield Tile
16.8,20.9,1.99,16.7,0.0816,Boron Nitride Nanotube Composite
9.12,21.2,3.71,9.51,0.328,Reinforced Carbon-Carbon (RCC) Shield Tile
10.0,23.0,3.19,1.45,0.176,Graphene-Coated Carbon Fiber Sheet
9.54,8.32,3.96,1.4,0.335,Graphene-Coated Carbon Fiber Sheet
9.05,20.3,4.39,10.0,0.425,Boron Nitride Nanotube Composite
11.2,20.3,4.18,13.3,0.539,Boron Nitride Nanotube Composite
6.96,18.6,1.58,4.85,0.0475,Boron Nitride Nanotube Composite
6.58,15.4,2.44,5.54,0.113,Boron Nitride Nanotube Composite
9.81,17.8,2.04,13.5,0.0943,Graphene-Coated Carbon Fiber Sheet
8.21,21.7,1.4,5.14,0.0369,Graphene-Coated Carbon Fiber Sheet
10.3,14.3,4.33,13.8,0.551,Graphene-Coated Carbon Fiber Sheet
9.11,22.3,2.52,2.09,0.112,Nanocrystalline Diamond Thermal Spreader
9.53,22.0,5.05,8.06,0.594,Graphene Nanoplatelet Thermal Interface Material
7.16,14.5,2.56,9.02,0.118,Phenolic Impregnated Carbon Ablator (PICA)
14.9,10.8,5.21,15.9,0.542,Boron Nitride Nanotube Composite
8.59,20.7,3.1,9.29,0.174,Phenolic Impregnated Carbon Ablator (PICA)
7.81,14.3,3.38,10.4,0.262,Diamond-Like Carbon (DLC) Coated Radiator
9.79,22.6,4.65,8.1,0.434,Graphene Nanoplatelet Thermal Interface Material
16.9,19.5,5.04,16.7,0.495,Diamond-Like Carbon (DLC) Coated Radiator
6.84,16.7,3.05,6.99,0.167,Graphene Nanoplatelet Thermal Interface Material
12.3,22.5,0.865,13.4,0.0143,Boron Nitride Nanotube Composite
10.4,22.1,3.26,11.2,0.229,Nanocrystalline Diamond Thermal Spreader
7.95,20.5,3.6,3.75,0.308,Diamond-Like Carbon (DLC) Coated Radiator
7.17,19.1,2.0,6.62,0.0775,Graphene-Coated Carbon Fiber Sheet
9.19,20.0,6.68,7.9,1.51,Graphene-Coated Carbon Fiber Sheet
12.8,18.3,4.17,15.6,0.365,Boron Nitride Nanotube Composite
6.63,15.8,3.04,4.85,0.173,Boron Nitride Nanotube Composite
12.1,7.01,1.68,12.3,0.0563,Silicon Oxycarbide Shield Tile
9.91,17.1,3.37,13.6,0.24,Phenolic Impregnated Carbon Ablator (PICA)
10.1,21.2,2.15,12.0,0.0905,Boron Nitride Nanotube Composite
11.9,21.2,8.42,0.777,1.98,Graphene-Coated Carbon Fiber Sheet
12.8,21.4,2.8,14.5,0.215,Reinforced Carbon-Carbon (RCC) Shield Tile
12.2,19.3,2.67,15.2,0.193,Reinforced Carbon-Carbon (RCC) Shield Tile
8.98,21.1,3.76,9.48,0.259,Phenolic Impregnated Carbon Ablator (PICA)
8.7,9.38,3.83,1.64,0.316,Reinforced Carbon-Carbon (RCC) Shield Tile
11.7,19.0,3.67,14.7,0.422,Zirconium Dioxide Ceramic Heat Sink
8.06,19.8,4.47,2.57,0.38,Phenolic Impregnated Carbon Ablator (PICA)
12.3,22.0,4.53,13.1,0.432,Boron Nitride Nanotube Composite
7.33,18.3,4.11,7.05,0.51,Graphene Nanoplatelet Thermal Interface Material
10.1,17.9,7.29,11.1,1.47,Silicon Oxycarbide Shield Tile
7.07,18.0,2.13,7.95,0.0815,Boron Nitride Nanotube Composite
9.59,21.9,5.73,7.64,0.817,Graphene Nanoplatelet Thermal Interface Material
8.07,13.7,1.67,11.4,0.052,Graphene-Coated Carbon Fiber Sheet
10.8,7.94,2.53,11.7,0.123,Boron Nitride Nanotube Composite
9.74,22.3,2.7,10.1,0.137,Nanocrystalline Diamond Thermal Spreader
9.26,19.2,3.55,11.9,0.491,Boron Nitride Nanotube Composite
6.82,14.5,2.93,2.68,0.151,Boron Nitride Nanotube Composite
14.5,20.5,3.22,16.0,0.221,Reinforced Carbon-Carbon (RCC) Shield Tile
16.6,22.6,0.554,15.8,0.00628,Zirconium Dioxide Ceramic Heat Sink
13.6,22.8,7.63,11.2,1.33,Graphene-Coated Carbon Fiber Sheet
11.3,11.7,4.05,14.4,0.421,Boron Nitride Nanotube Composite
11.2,14.2,2.92,15.2,0.226,Boron Nitride Nanotube Composite
9.23,22.9,2.87,3.12,0.143,Graphene-Coated Carbon Fiber Sheet
7.63,19.2,3.86,2.6,0.303,Diamond-Like Carbon (DLC) Coated Radiator
7.03,16.0,3.06,1.84,0.192,Diamond-Like Carbon (DLC) Coated Radiator
7.63,20.8,1.18,5.14,0.0266,Aerogel-Infused Carbon Fiber Panel
8.21,16.5,4.29,10.9,0.332,Phenolic Impregnated Carbon Ablator (PICA)
11.0,18.2,4.11,14.3,0.321,Boron Nitride Nanotube Composite
10.8,18.5,3.11,14.3,0.18,Boron Nitride Nanotube Composite
15.5,19.1,1.83,17.2,0.0653,Graphene-Coated Carbon Fiber Sheet
7.73,19.3,3.05,1.61,0.225,Boron Nitride Nanotube Composite
9.42,21.5,2.74,10.6,0.134,Boron Nitride Nanotube Composite
8.85,22.4,3.52,6.44,0.216,Graphene-Coated Carbon Fiber Sheet
8.4,20.7,4.51,7.88,0.371,Phenolic Impregnated Carbon Ablator (PICA)
10.7,20.3,4.1,13.0,0.533,Boron Nitride Nanotube Composite
7.14,14.2,2.01,9.46,0.0786,Graphene Nanoplatelet Thermal Interface Material
7.25,19.4,3.11,4.3,0.176,Boron Nitride Nanotube Composite
11.6,22.6,5.61,11.2,0.616,Graphene-Coated Carbon Fiber Sheet
9.34,22.2,0.865,9.87,0.0147,Boron Nitride Nanotube Composite
9.48,22.8,4.18,7.57,0.309,Graphene-Coated Carbon Fiber Sheet
13.1,21.0,2.74,15.1,0.197,Reinforced Carbon-Carbon (RCC) Shield Tile
11.7,22.0,4.4,12.7,0.419,Boron Nitride Nanotube Composite
9.32,22.7,1.61,8.93,0.0496,Silicon Oxycarbide Shield Tile
9.01,22.6,3.93,4.6,0.377,Reinforced Carbon-Carbon (RCC) Shield Tile
7.72,21.0,1.93,5.71,0.0692,Graphene-Coated Carbon Fiber Sheet
11.9,22.3,0.683,13.4,0.0092,Zirconium Dioxide Ceramic Heat Sink
10.2,17.5,2.94,14.1,0.177,Graphene-Coated Carbon Fiber Sheet
6.73,13.5,3.21,6.75,0.184,Boron Nitride Nanotube Composite
9.71,19.2,3.56,12.7,0.348,Graphene Nanoplatelet Thermal Interface Material
8.79,12.5,2.45,12.3,0.109,Graphene-Coated Carbon Fiber Sheet
9.47,21.7,5.31,8.8,0.492,Reinforced Carbon-Carbon (RCC) Shield Tile
9.49,21.0,2.63,11.4,0.123,Boron Nitride Nanotube Composite
9.55,12.9,2.36,13.5,0.103,Boron Nitride Nanotube Composite
8.49,20.2,5.81,3.05,0.676,Silicon Oxycarbide Shield Tile
17.6,13.6,3.89,18.0,0.287,Boron Nitride Nanotube Composite
7.22,16.8,1.22,9.77,0.0295,Silicon Oxycarbide Shield Tile
7.92,20.5,3.38,2.66,0.255,Boron Nitride Nanotube Composite
7.05,19.0,3.15,4.98,0.182,Reinforced Carbon-Carbon (RCC) Shield Tile
12.1,17.2,3.29,15.8,0.287,Boron Nitride Nanotube Composite
13.3,16.4,5.88,15.8,0.892,Graphene Nanoplatelet Thermal Interface Material
9.03,19.6,1.24,12.0,0.0282,Graphene-Coated Carbon Fiber Sheet
7.21,17.8,2.27,1.34,0.0969,Aerogel-Infused Carbon Fiber Panel
7.78,19.7,5.05,4.63,0.454,Graphene-Coated Carbon Fiber Sheet
6.47,16.3,2.69,4.7,0.131,Boron Nitride Nanotube Composite
7.99,20.3,4.36,3.01,0.35,Diamond-Like Carbon (DLC) Coated Radiator
17.5,21.7,3.21,16.5,0.207,Reinforced Carbon-Carbon (RCC) Shield Tile
8.83,22.8,2.35,3.88,0.0974,Graphene-Coated Carbon Fiber Sheet
7.87,21.0,3.03,6.56,0.166,Graphene-Coated Carbon Fiber Sheet
8.85,22.6,1.32,2.55,0.0362,Boron Nitride Nanotube Composite
10.8,22.7,4.57,10.8,0.362,Graphene Nanoplatelet Thermal Interface Material
10.3,22.8,1.33,11.0,0.0336,Boron Nitride Nanotube Composite
9.73,22.9,2.78,9.44,0.139,Boron Nitride Nanotube Composite
7.45,16.3,1.78,10.5,0.0627,Graphene-Coated Carbon Fiber Sheet
8.06,20.7,2.1,8.82,0.0797,Aerogel-Infused Carbon Fiber Panel
10.2,22.5,1.76,11.2,0.062,Graphene-Coated Carbon Fiber Sheet
9.34,22.5,2.26,0.992,0.0926,Boron Nitride Nanotube Composite
9.65,21.6,2.85,11.1,0.154,Boron Nitride Nanotube Composite
11.2,22.2,4.87,11.8,0.637,Graphene-Coated Carbon Fiber Sheet
8.57,22.5,2.72,5.38,0.133,Phenolic Impregnated Carbon Ablator (PICA)
10.3,21.1,2.08,12.7,0.0888,Aerogel-Infused Carbon Fiber Panel
8.58,22.0,4.2,4.95,0.449,Boron Nitride Nanotube Composite
8.27,21.1,3.58,2.33,0.231,Reinforced Carbon-Carbon (RCC) Shield Tile
9.01,22.8,2.25,7.85,0.0927,Graphene-Coated Carbon Fiber Sheet
14.9,22.6,5.02,14.5,0.472,Reinforced Carbon-Carbon (RCC) Shield Tile
9.71,14.9,2.3,14.1,0.162,Boron Nitride Nanotube Composite
8.19,21.8,3.17,5.41,0.176,Graphene Nanoplatelet Thermal Interface Material
7.36,19.3,3.74,3.18,0.316,Phenolic Impregnated Carbon Ablator (PICA)
9.0,21.8,2.7,9.68,0.169,Diamond-Like Carbon (DLC) Coated Radiator
8.55,22.3,2.08,7.47,0.0894,Boron Nitride Nanotube Composite
8.38,22.4,2.02,5.05,0.0737,Graphene-Coated Carbon Fiber Sheet
9.17,22.9,1.2,1.91,0.0285,Boron Nitride Nanotube Composite
16.6,12.7,5.32,17.3,0.531,Boron Nitride Nanotube Composite
9.22,22.9,3.72,7.32,0.24,Boron Nitride Nanotube Composite
9.03,17.1,3.73,12.7,0.267,Graphene Nanoplatelet Thermal Interface Material
7.22,19.8,3.06,5.39,0.195,Diamond-Like Carbon (DLC) Coated Radiator
7.45,19.2,4.08,2.85,0.342,Boron Nitride Nanotube Composite
8.91,20.8,1.24,11.0,0.0292,Graphene-Coated Carbon Fiber Sheet
8.16,20.8,4.09,2.55,0.381,Nanocrystalline Diamond Thermal Spreader
11.0,18.4,4.07,14.5,0.312,Boron Nitride Nanotube Composite
8.74,20.8,4.05,9.8,0.284,Graphene-Coated Carbon Fiber Sheet
13.9,22.3,0.532,15.1,0.0065,Boron Nitride Nanotube Composite
12.9,19.8,3.14,15.7,0.21,Reinforced Carbon-Carbon (RCC) Shield Tile
9.05,18.3,3.7,12.4,0.238,Graphene-Coated Carbon Fiber Sheet
11.0,9.97,3.92,13.6,0.366,Reinforced Carbon-Carbon (RCC) Shield Tile
7.66,20.7,2.46,7.41,0.11,Silicon Oxycarbide Shield Tile
11.8,20.1,0.874,15.0,0.0157,Graphene-Coated Carbon Fiber Sheet
8.82,22.8,2.65,3.38,0.132,Graphene Nanoplatelet Thermal Interface Material
11.4,15.7,5.93,14.6,0.77,Boron Nitride Nanotube Composite
9.06,21.9,1.66,10.1,0.0571,Graphene-Coated Carbon Fiber Sheet
7.0,17.9,4.19,7.08,0.368,Diamond-Like Carbon (DLC) Coated Radiator
12.3,20.0,2.72,15.3,0.139,Graphene-Coated Carbon Fiber Sheet
8.73,20.7,3.26,10.4,0.252,Boron Nitride Nanotube Composite
8.73,21.7,5.32,6.13,0.751,Reinforced Carbon-Carbon (RCC) Shield Tile
9.34,21.5,1.22,11.2,0.0275,Graphene-Coated Carbon Fiber Sheet
7.88,18.6,1.68,10.8,0.0537,Graphene-Coated Carbon Fiber Sheet
8.98,19.1,4.93,11.3,0.464,Silicon Oxycarbide Shield Tile
8.86,21.3,2.16,10.4,0.0835,Graphene-Coated Carbon Fiber Sheet
9.23,22.8,1.33,1.24,0.0359,Graphene-Coated Carbon Fiber Sheet
7.36,17.9,5.08,7.75,0.686,Graphene Nanoplatelet Thermal Interface Material
13.3,12.0,4.01,16.3,0.361,Boron Nitride Nanotube Composite
9.13,22.9,2.21,8.53,0.0885,Graphene Nanoplatelet Thermal Interface Material
11.8,18.5,3.88,15.3,0.342,Boron Nitride Nanotube Composite
17.1,20.8,3.52,17.0,0.239,Reinforced Carbon-Carbon (RCC) Shield Tile
12.5,18.8,5.52,15.1,0.675,Boron Nitride Nanotube Composite
15.6,13.1,4.99,17.3,0.481,Boron Nitride Nanotube Composite
10.1,22.9,0.78,10.9,0.0123,Nanocrystalline Diamond Thermal Spreader
10.1,22.8,1.66,11.0,0.0523,Aerogel-Infused Carbon Fiber Panel
10.1,20.1,2.51,13.3,0.121,Graphene-Coated Carbon Fiber Sheet
17.5,12.3,3.64,18.0,0.268,Boron Nitride Nanotube Composite
13.4,20.4,1.89,16.0,0.0707,Graphene-Coated Carbon Fiber Sheet
9.98,21.7,2.06,12.0,0.0843,Diamond-Like Carbon (DLC) Coated Radiator
7.63,20.8,3.51,6.01,0.217,Nanocrystalline Diamond Thermal Spreader
7.78,20.9,2.48,7.91,0.12,Diamond-Like Carbon (DLC) Coated Radiator
8.35,22.3,0.701,7.41,0.00986,Boron Nitride Nanotube Composite
9.59,19.2,1.7,13.3,0.0525,Graphene-Coated Carbon Fiber Sheet
8.43,10.5,3.46,10.6,0.219,Boron Nitride Nanotube Composite
7.64,16.2,6.01,1.78,0.95,Phenolic Impregnated Carbon Ablator (PICA)
9.08,22.9,3.59,7.55,0.229,Graphene-Coated Carbon Fiber Sheet
8.35,22.4,2.91,5.39,0.149,Graphene Nanoplatelet Thermal Interface Material
13.4,22.7,4.57,13.9,0.447,Reinforced Carbon-Carbon (RCC) Shield Tile
10.9,20.4,3.12,13.9,0.173,Graphene-Coated Carbon Fiber Sheet
12.4,22.2,4.87,13.4,0.522,Reinforced Carbon-Carbon (RCC) Shield Tile
11.3,7.58,3.93,12.1,0.505,Boron Nitride Nanotube Composite
14.1,19.6,1.3,16.8,0.0393,Nanocrystalline Diamond Thermal Spreader
9.17,22.9,1.35,1.34,0.0348,Aerogel-Infused Carbon Fiber Panel
9.92,11.8,3.43,13.7,0.21,Reinforced Carbon-Carbon (RCC) Shield Tile
7.03,18.6,4.59,4.89,0.445,Boron Nitride Nanotube Composite
8.19,21.6,1.85,1.86,0.061,Graphene-Coated Carbon Fiber Sheet
9.01,22.9,2.14,8.46,0.0818,Zirconium Dioxide Ceramic Heat Sink
12.0,12.2,4.32,15.5,0.455,Reinforced Carbon-Carbon (RCC) Shield Tile
9.28,19.9,3.44,12.2,0.364,Reinforced Carbon-Carbon (RCC) Shield Tile
6.48,14.2,3.34,7.29,0.224,Nanocrystalline Diamond Thermal Spreader
10.3,22.5,1.84,11.8,0.0745,Graphene-Coated Carbon Fiber Sheet
8.84,19.7,1.39,12.1,0.0363,Aerogel-Infused Carbon Fiber Panel
13.7,18.7,4.78,16.3,0.463,Boron Nitride Nanotube Composite
8.78,22.0,5.09,3.38,0.498,Graphene-Coated Carbon Fiber Sheet
7.13,11.4,3.82,2.99,0.741,Boron Nitride Nanotube Composite
10.3,22.9,2.88,11.1,0.144,Graphene-Coated Carbon Fiber Sheet
9.64,21.4,2.24,11.9,0.0953,Silicon Oxycarbide Shield Tile
12.1,15.5,1.86,16.5,0.0696,Boron Nitride Nanotube Composite
8.43,22.5,2.25,3.16,0.0918,Graphene-Coated Carbon Fiber Sheet
7.69,13.1,3.88,10.6,0.263,Graphene-Coated Carbon Fiber Sheet
8.5,22.9,1.87,4.33,0.0639,Nanocrystalline Diamond Thermal Spreader
11.2,22.7,4.18,12.1,0.408,Reinforced Carbon-Carbon (RCC) Shield Tile
9.93,22.8,6.64,5.65,0.986,Nanocrystalline Diamond Thermal Spreader
6.91,19.8,2.3,5.26,0.101,Aerogel-Infused Carbon Fiber Panel
8.42,22.8,2.12,5.68,0.0836,Nanocrystalline Diamond Thermal Spreader
